Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
01/09/2017,,,,,,,,,3,52,106,172,197,223,225,253,246,209,164,124,,,,
02/09/2017,,,,,,,,,0,21,54,102,141,155,189,233,238,242,196,136,,,,
03/09/2017,,,,,,,,,1,24,77,136,174,182,222,278,291,274,234,160,,,,
04/09/2017,,,,,,,,,0,60,111,186,239,260,305,364,331,303,238,180,,,,
05/09/2017,,,,,,,,,7,45,118,165,207,228,261,297,290,279,249,180,,,,
06/09/2017,,,,,,,,,3,70,112,173,227,252,290,309,318,279,226,169,,,,
07/09/2017,,,,,,,,,4,90,181,249,251,178,172,202,202,167,133,93,,,,
08/09/2017,,,,,,,,,3,37,69,103,133,128,147,175,171,145,120,86,,,,
09/09/2017,,,,,,,,,0,22,40,64,83,86,100,129,135,134,108,87,,,,
10/09/2017,,,,,,,,,1,8,38,83,105,126,164,192,202,180,138,96,,,,
11/09/2017,,,,,,,,,3,42,82,143,173,156,189,232,221,182,136,77,,,,
12/09/2017,,,,,,,,,1,27,73,123,143,160,179,199,172,144,121,84,,,,
13/09/2017,,,,,,,,,5,41,87,131,164,172,169,162,157,129,115,65,,,,
14/09/2017,,,,,,,,,4,26,62,104,135,136,160,196,194,166,119,86,,,,
15/09/2017,,,,,,,,,1,40,80,133,144,155,149,154,142,121,93,75,,,,
16/09/2017,,,,,,,,,0,13,39,75,81,108,127,130,137,140,107,89,,,,
17/09/2017,,,,,,,,,1,11,27,49,75,90,107,125,147,127,102,75,,,,
18/09/2017,,,,,,,,,7,39,134,211,288,326,353,314,314,239,155,114,,,,
19/09/2017,,,,,,,,,6,34,160,274,260,288,376,365,338,273,162,101,,,,
20/09/2017,,,,,,,,,2,40,189,242,289,342,380,341,314,287,203,123,,,,
21/09/2017,,,,,,,,,3,51,165,283,354,375,418,406,329,248,172,115,,,,
22/09/2017,,,,,,,,,2,63,140,230,254,279,287,281,298,208,145,83,,,,
23/09/2017,,,,,,,,,0,19,73,110,127,134,188,193,169,170,104,67,,,,
24/09/2017,,,,,,,,,0,12,60,99,124,151,193,217,210,176,136,88,,,,
25/09/2017,,,,,,,,,2,77,269,680,733,736,785,815,681,533,297,206,130,96,88,68
26/09/2017,14,11,10,6,6,7,6,9,26,90,271,654,743,746,759,910,697,552,349,219,152,111,74,58
27/09/2017,26,21,15,11,8,8,8,13,29,75,272,529,628,699,710,665,605,525,316,185,112,92,76,59
28/09/2017,13,10,7,6,5,4,4,7,25,76,262,552,730,812,805,818,760,560,357,184,127,90,83,51
29/09/2017,23,19,15,11,12,12,12,13,27,65,252,431,637,604,692,803,615,406,291,172,120,88,57,42
30/09/2017,12,8,5,5,4,3,3,4,5,23,86,144,192,235,315,384,368,298,246,161,119,91,67,42
01/10/2017,22,16,13,9,5,5,6,5,2,19,61,121,211,252,360,424,453,433,299,218,150,98,65,51
02/10/2017,26,13,15,7,7,5,6,10,24,112,391,776,1040,944,1097,1176,966,848,578,336,259,209,187,108
03/10/2017,25,17,12,7,4,4,5,7,17,97,419,793,954,931,1007,1087,881,705,484,297,218,171,117,71
04/10/2017,27,19,12,10,7,6,7,9,24,94,352,699,697,756,813,942,840,682,398,273,191,140,99,69
05/10/2017,27,14,12,6,6,4,6,13,22,73,313,682,876,951,891,961,810,694,464,317,245,191,134,75
06/10/2017,21,12,11,9,9,5,7,9,23,81,266,590,719,690,796,850,695,531,385,205,130,99,71,49
07/10/2017,20,12,7,4,2,4,3,2,6,23,73,173,262,312,425,547,565,503,353,229,155,114,80,55
08/10/2017,34,10,4,2,2,2,2,2,7,17,72,179,268,352,470,590,617,602,490,323,249,167,105,72
09/10/2017,38,24,19,11,7,7,5,10,29,92,420,854,1092,1078,1139,1252,1025,923,643,472,358,271,212,135
10/10/2017,58,33,26,18,11,13,12,15,31,126,400,866,959,1017,1063,1196,935,756,569,363,288,237,157,100
11/10/2017,49,34,10,5,5,5,6,7,27,84,354,672,745,771,963,1045,962,841,610,380,280,221,156,100
12/10/2017,40,30,16,8,6,3,5,10,23,89,293,612,806,853,923,1111,861,702,487,302,229,198,133,83
13/10/2017,33,26,7,4,3,4,5,6,17,70,296,595,792,810,802,895,722,592,416,260,184,134,100,67
14/10/2017,38,24,14,5,2,2,1,3,7,50,108,225,346,409,512,579,625,557,451,340,269,223,155,115
15/10/2017,33,17,14,9,8,6,3,3,5,24,95,192,270,372,499,650,730,691,554,371,292,237,181,98
16/10/2017,57,42,34,26,15,12,13,15,37,128,385,749,1081,1011,1104,1167,1011,913,656,460,375,317,238,147
17/10/2017,63,36,26,13,10,8,7,8,29,107,393,857,1014,1074,1111,1276,1061,899,662,455,359,281,203,153
18/10/2017,75,42,20,13,12,10,11,14,35,118,433,706,808,912,1013,1088,1100,955,643,443,366,294,216,152
19/10/2017,75,47,30,22,17,12,10,11,33,96,319,639,907,1006,955,1051,945,862,602,460,322,264,193,117
20/10/2017,42,28,20,12,11,7,8,15,32,133,354,613,675,744,839,912,744,616,454,287,215,169,111,77
21/10/2017,33,23,13,12,10,9,9,9,11,37,115,222,292,372,557,647,657,580,464,308,232,168,120,88
22/10/2017,64,41,26,16,9,8,4,3,6,28,112,238,372,452,615,815,888,797,604,412,312,245,196,133
23/10/2017,74,47,41,30,15,9,9,11,40,120,381,808,997,985,1154,1334,1105,1050,785,582,483,433,345,228
24/10/2017,134,71,46,29,17,11,11,10,31,108,501,953,1071,1038,1203,1305,1096,955,756,632,526,426,333,206
25/10/2017,109,80,51,25,20,15,15,15,32,91,374,746,786,940,1128,1131,1039,911,674,518,461,375,258,189
26/10/2017,113,69,48,29,24,20,16,12,17,80,294,586,824,849,978,1177,1097,853,597,481,440,404,306,194
27/10/2017,93,59,43,21,15,13,9,11,30,80,338,641,819,778,852,892,732,627,486,340,255,212,168,126
28/10/2017,68,38,28,10,5,2,2,1,4,28,91,216,323,379,533,641,682,562,439,362,277,242,169,119
29/10/2017,70,55,35,22,19,14,9,6,12,45,161,328,427,513,676,805,871,781,571,434,375,313,222,143
30/10/2017,87,64,50,37,25,18,15,21,44,137,457,824,1029,1041,1239,1292,1137,974,739,574,488,431,317,221
31/10/2017,97,61,34,20,12,7,7,9,31,149,501,906,1059,1119,1173,1260,1093,870,613,435,379,313,232,123
01/11/2017,52,35,21,16,10,7,15,19,37,125,342,563,643,700,814,895,972,822,701,537,484,415,318,171
02/11/2017,105,61,44,32,12,7,12,15,38,113,356,665,897,1050,1132,1215,1069,941,652,465,378,280,234,142
03/11/2017,82,54,36,30,25,24,21,22,27,108,372,584,718,750,906,1008,878,726,501,375,270,226,181,127
04/11/2017,71,24,20,9,7,5,5,5,16,41,150,329,476,579,742,856,902,789,582,440,357,259,204,205
05/11/2017,205,205,205,205,205,205,205,207,217,60,185,323,485,600,767,974,1024,952,752,478,345,194,16,6
06/11/2017,6,7,7,7,7,9,10,20,52,212,606,931,1228,1173,1252,1350,1167,1121,932,794,687,591,448,274
07/11/2017,126,67,48,23,18,15,10,17,38,174,516,1058,1165,1166,1160,1260,1182,1091,870,695,592,533,391,255
08/11/2017,138,87,64,42,25,18,17,20,43,155,531,961,1044,1085,1114,1245,1228,1106,898,726,662,566,434,284
09/11/2017,177,122,71,54,33,21,19,24,44,145,400,708,943,1095,1165,1222,1163,981,789,625,527,484,370,254
10/11/2017,152,100,69,49,43,31,29,26,42,148,454,778,865,973,1024,1062,971,788,613,457,342,281,192,118
11/11/2017,62,36,18,8,6,6,5,6,15,55,180,375,528,622,711,839,859,794,653,492,418,322,221,141
12/11/2017,95,52,32,20,14,11,10,11,16,54,186,358,510,640,835,1049,1087,1031,820,618,526,442,319,
13/11/2017,111,65,54,42,33,29,27,26,58,162,544,950,1196,1196,1274,1348,1285,1142,980,818,717,657,515,316
14/11/2017,163,102,59,37,29,22,23,26,54,128,581,1029,1145,1189,1286,1348,1114,1059,1011,824,745,660,507,326
15/11/2017,173,105,68,40,29,20,21,24,45,148,520,875,900,1068,1185,1273,1213,1124,863,778,701,624,499,326
16/11/2017,191,138,75,58,27,21,22,30,52,149,411,796,956,1071,1143,1235,1165,1035,818,654,595,501,377,266
17/11/2017,138,96,71,43,32,26,22,22,38,120,396,659,839,769,885,1015,906,766,577,402,315,261,179,115
18/11/2017,50,35,26,25,18,12,8,7,8,48,135,260,384,470,609,733,809,753,603,482,377,302,223,153
19/11/2017,85,61,45,29,22,15,10,7,12,40,134,298,440,572,775,958,1007,1019,848,650,527,396,285,183
20/11/2017,99,64,40,23,15,12,11,17,42,140,447,778,1077,1081,1169,1263,1196,1108,905,724,610,551,433,270
21/11/2017,151,95,62,34,21,20,15,18,43,130,472,923,1070,1051,1188,1270,1176,1089,925,727,634,542,429,288
22/11/2017,160,98,54,39,22,19,18,17,37,135,422,785,964,1048,1175,1215,1203,1150,906,692,553,481,340,231
23/11/2017,127,83,69,51,35,23,21,24,49,117,369,733,959,1054,1102,1249,1140,1085,865,664,534,461,339,279
24/11/2017,166,118,63,42,32,25,20,23,42,134,359,636,731,840,885,959,863,740,555,405,346,266,205,133
25/11/2017,71,43,33,21,15,10,6,6,7,39,152,363,526,667,812,922,968,836,624,474,392,313,243,166
26/11/2017,94,72,57,38,27,26,15,16,20,44,157,378,596,693,956,1090,1164,1103,910,672,549,442,372,245
27/11/2017,142,102,61,49,29,24,12,17,52,179,486,930,1158,1189,1319,1386,1229,1229,1023,858,762,703,575,377
28/11/2017,231,128,86,48,25,18,17,19,50,180,561,977,1246,1239,1291,1370,1218,1158,983,776,743,652,543,397
29/11/2017,226,150,110,78,58,38,38,33,52,178,511,897,1073,1136,1226,1282,1264,1170,953,792,721,631,531,375
30/11/2017,207,123,85,55,43,31,28,24,53,148,438,853,1104,1162,1220,1307,1224,1143,896,715,642,633,532,396
01/12/2017,256,189,143,113,80,70,60,45,64,141,347,697,944,1035,1077,1202,1108,940,758,533,440,351,269,190
02/12/2017,120,79,56,38,12,7,5,9,15,41,203,382,586,740,890,1069,1116,973,777,611,540,524,406,408
03/12/2017,408,408,408,410,411,411,413,415,423,43,200,415,583,767,1051,1217,1231,1206,1023,815,781,663,527,388
04/12/2017,280,212,167,131,86,71,68,60,72,160,538,987,1207,1204,1325,1387,1312,1203,1013,880,839,788,650,514
05/12/2017,307,217,154,115,85,53,41,47,66,161,471,947,1170,1155,1229,1350,1205,1096,963,826,715,645,557,444
06/12/2017,271,200,146,97,75,59,50,38,58,156,443,785,893,919,985,1032,1063,912,748,619,560,500,414,331
07/12/2017,235,198,150,106,86,68,54,45,56,110,308,504,685,814,822,852,834,728,635,490,415,374,327,275
08/12/2017,211,166,123,99,75,59,50,52,64,124,256,397,495,493,463,534,442,353,246,181,134,132,111,91
09/12/2017,40,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2017,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2017,0,0,0,0,0,0,0,0,0,6,78,152,240,290,369,447,428,404,309,223,146,91,63,51
12/12/2017,31,22,15,14,11,11,10,8,10,26,100,206,306,363,414,522,505,431,323,221,163,124,82,69
13/12/2017,32,24,19,18,11,10,11,10,17,30,87,181,282,319,352,394,473,329,290,228,179,130,92,70
14/12/2017,35,28,23,17,13,9,10,9,7,31,95,171,243,303,353,421,412,346,284,227,150,112,87,58
15/12/2017,28,28,19,10,8,7,8,5,9,21,89,162,183,238,296,320,329,276,197,146,106,81,62,41
16/12/2017,17,10,6,5,5,3,3,4,7,22,46,95,145,150,179,226,246,213,179,128,93,69,49,23
17/12/2017,13,9,7,5,4,4,4,4,5,10,32,69,105,138,164,199,227,205,177,125,105,78,57,37
18/12/2017,18,15,13,10,4,3,4,5,11,30,95,163,222,245,286,339,364,306,237,184,121,94,79,62
19/12/2017,35,24,18,11,9,5,5,7,11,28,81,154,223,220,301,351,341,308,251,179,148,117,94,62
20/12/2017,37,22,15,9,8,8,7,6,9,33,81,150,204,228,291,346,338,278,233,175,128,110,75,54
21/12/2017,35,22,20,13,6,5,6,5,13,34,68,130,181,195,259,336,340,299,240,199,138,120,79,65
22/12/2017,42,38,26,22,17,15,14,16,16,28,76,132,162,188,230,244,268,245,199,144,105,68,15,
23/12/2017,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2017,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2017,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2017,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2017,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2017,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2017,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2017,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2018,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2018,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2018,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2018,,,,,,,,,5,81,273,539,728,806,949,1108,1082,974,753,554,460,356,255,160
05/01/2018,96,69,47,35,29,22,22,18,21,105,294,562,742,777,887,1084,1106,1009,773,597,525,432,302,176
06/01/2018,113,72,54,35,27,18,11,11,24,98,308,610,796,845,1010,1136,1157,1046,884,693,606,515,377,254
07/01/2018,165,121,82,66,54,45,32,26,30,108,351,708,939,1033,1180,1282,1226,1165,972,794,698,632,519,353
08/01/2018,201,155,109,89,72,65,52,41,71,261,715,1262,1315,1259,1277,1369,1156,1082,906,774,695,666,516,356
09/01/2018,187,116,91,62,48,43,40,42,65,187,605,1013,1136,1142,1166,1256,1176,1144,936,766,703,635,522,408
10/01/2018,251,183,148,105,70,62,54,51,83,191,575,858,931,1052,1099,1164,1141,1023,791,672,635,591,518,408
11/01/2018,266,203,150,112,88,79,77,76,105,217,484,881,989,933,999,1128,1013,965,727,578,526,474,377,258
12/01/2018,171,123,89,63,64,45,51,48,75,145,333,579,765,836,782,896,834,676,539,335,250,196,149,90
13/01/2018,61,44,30,24,14,12,8,10,10,39,112,272,404,500,625,774,823,757,574,364,301,254,179,118
14/01/2018,86,54,46,34,29,16,14,12,14,33,103,261,434,568,686,789,857,800,657,453,352,320,242,173
15/01/2018,116,78,55,43,36,32,27,23,44,151,398,771,1040,987,1100,1144,1005,898,733,561,455,411,328,233
16/01/2018,107,74,65,44,36,28,25,26,40,133,486,860,934,969,993,1205,1040,922,693,561,434,393,297,196
17/01/2018,88,52,39,31,25,20,17,21,34,117,385,662,840,816,984,1067,1059,956,696,543,471,405,293,209
18/01/2018,105,85,71,53,43,29,35,35,34,87,329,603,845,841,989,1136,979,870,606,492,431,349,287,198
19/01/2018,112,79,61,46,41,35,37,40,50,108,323,580,793,756,829,850,825,676,492,311,251,197,150,99
20/01/2018,55,28,19,12,15,11,8,11,13,48,108,249,397,456,528,607,587,512,423,293,205,177,130,88
21/01/2018,49,39,20,16,13,7,5,7,10,22,112,259,378,432,548,673,680,658,517,365,314,249,201,133
22/01/2018,73,56,48,35,33,28,19,23,49,122,389,673,931,953,1042,1182,1068,979,738,550,482,406,316,222
23/01/2018,125,76,49,38,28,24,25,24,38,135,475,790,950,983,1025,1175,1022,954,764,559,500,426,348,228
24/01/2018,119,74,43,23,18,18,22,26,48,107,284,536,629,617,863,998,936,826,620,477,390,336,265,160
25/01/2018,110,65,59,36,27,19,23,18,38,111,337,588,736,844,862,1022,909,816,595,464,412,350,268,187
26/01/2018,106,64,49,28,20,22,17,16,37,125,280,508,686,691,730,838,798,657,488,345,238,192,153,156
27/01/2018,156,157,157,157,158,158,158,159,167,31,118,241,364,445,577,662,696,632,473,316,280,216,159,89
28/01/2018,44,34,15,8,9,7,6,8,9,28,100,251,402,488,637,806,851,802,617,453,379,288,219,125
29/01/2018,88,45,37,22,22,22,24,18,41,120,370,654,837,913,988,1092,1146,997,770,607,510,423,297,199
30/01/2018,106,69,48,40,28,20,19,19,39,134,429,874,940,979,1075,1276,1139,1020,853,587,483,420,338,209
31/01/2018,98,57,40,29,23,21,21,22,40,121,346,648,805,907,1084,1204,1192,1017,771,535,447,360,297,222
01/02/2018,116,86,65,43,40,27,26,27,44,109,337,604,741,827,842,1043,907,783,606,467,399,360,282,193
02/02/2018,95,49,29,16,12,13,16,21,41,108,309,555,686,724,772,877,847,723,575,375,279,225,192,132
03/02/2018,69,40,29,16,11,8,6,5,8,27,126,272,410,506,620,719,750,663,528,352,287,223,171,108
04/02/2018,72,46,37,28,20,14,12,6,11,21,126,274,407,551,683,819,866,813,621,493,406,363,245,158
05/02/2018,88,65,50,29,20,13,11,14,41,127,378,652,914,965,1077,1198,1162,1042,830,640,531,481,357,252
06/02/2018,108,55,41,25,18,17,16,11,32,123,459,832,926,962,984,1249,1128,972,818,542,477,414,312,208
07/02/2018,114,69,59,45,40,24,20,25,44,119,396,639,817,885,1051,1129,1046,955,714,543,445,396,304,196
08/02/2018,109,68,48,36,31,29,31,30,53,98,287,540,711,824,873,1038,887,804,609,464,382,347,276,179
09/02/2018,85,36,23,23,22,18,17,21,35,92,265,482,628,675,691,776,752,614,475,342,257,208,153,95
10/02/2018,48,19,14,10,11,8,5,6,11,31,112,222,317,400,518,634,666,590,483,351,293,227,186,112
11/02/2018,60,35,23,15,9,8,8,9,6,31,101,245,366,461,604,711,755,686,548,439,362,290,198,97
12/02/2018,56,34,37,28,22,17,25,28,53,114,362,589,738,882,1081,1154,1091,932,701,535,442,368,264,172
13/02/2018,99,66,35,25,24,19,15,19,33,99,344,635,778,786,859,1071,1015,887,688,489,357,282,202,139
14/02/2018,69,45,31,25,17,11,12,15,28,80,293,493,674,753,817,898,875,761,540,356,253,192,154,105
15/02/2018,60,50,34,26,23,17,15,15,39,85,249,501,664,807,847,931,890,774,576,414,339,297,229,157
16/02/2018,102,72,47,36,31,26,28,30,49,112,262,431,596,661,732,835,804,653,494,342,265,215,154,110
17/02/2018,48,36,27,23,16,13,9,11,13,31,110,225,372,491,578,704,727,681,535,353,270,232,161,106
18/02/2018,68,43,31,16,10,8,6,6,11,28,90,236,365,507,660,805,881,829,647,483,418,331,243,146
19/02/2018,72,55,47,43,27,26,28,27,46,146,365,691,930,1112,1177,1282,1264,1162,877,668,558,490,343,226
20/02/2018,121,56,41,23,20,17,14,16,38,136,470,938,1149,1139,1186,1360,1259,1099,878,671,549,502,380,271
21/02/2018,137,78,43,30,18,13,13,17,43,142,407,721,925,1000,1211,1291,1187,1100,820,619,573,512,383,253
22/02/2018,137,100,75,49,37,23,22,20,45,120,374,691,846,948,1078,1246,1128,924,722,573,501,471,339,214
23/02/2018,130,85,52,36,26,23,16,20,55,130,347,590,767,772,849,963,904,749,551,433,342,257,191,137
24/02/2018,74,40,28,19,13,7,4,4,8,42,143,345,534,615,782,912,969,862,629,498,384,315,257,154
25/02/2018,104,66,44,27,19,16,12,8,14,53,159,327,479,622,811,953,1006,963,796,645,504,463,323,203
26/02/2018,139,96,74,53,26,24,23,19,54,157,420,732,1022,1080,1258,1332,1228,1153,926,678,565,531,429,298
27/02/2018,161,98,64,44,34,26,27,31,53,148,482,835,993,1105,1205,1361,1239,1109,883,639,516,502,390,273
28/02/2018,144,90,63,39,29,23,20,16,40,116,345,674,959,979,1238,1321,1260,1078,755,540,459,425,331,240
01/03/2018,144,90,63,39,29,23,20,16,40,116,345,674,959,979,1238,1321,1260,1078,755,540,459,425,331,240
02/03/2018,109,84,65,46,33,31,32,34,37,98,269,534,676,760,917,973,854,92,0,0,0,0,0,0
03/03/2018,0,0,0,0,0,0,0,1,1,23,99,230,402,530,660,784,820,766,555,388,283,214,174,118
04/03/2018,89,58,39,28,15,12,11,10,7,32,119,310,447,602,772,975,1048,981,774,574,474,364,255,176
05/03/2018,118,76,54,37,19,17,16,15,43,143,464,813,1117,1138,1314,1378,1266,1179,970,760,637,563,464,324
06/03/2018,195,129,99,70,49,33,34,34,64,175,552,988,1150,1144,1222,1382,1315,1198,1041,762,677,640,526,371
07/03/2018,203,151,106,86,64,45,34,29,43,150,502,809,992,1119,1225,1121,1062,1035,842,680,595,551,500,377
08/03/2018,232,171,106,72,49,36,39,34,56,129,359,737,924,981,1103,1309,1227,1091,871,660,586,563,512,370
09/03/2018,250,140,100,71,44,38,37,33,62,129,393,700,888,852,840,820,1067,904,702,489,417,329,268,193
10/03/2018,129,97,64,53,33,21,17,17,18,51,176,384,543,643,787,965,1078,962,793,643,527,457,361,241
11/03/2018,173,132,91,67,42,32,23,16,20,76,232,457,638,813,970,1159,1196,1175,915,726,640,550,443,295
12/03/2018,209,147,115,96,78,66,52,57,75,185,502,839,1115,1160,1301,1355,1294,1217,1027,873,852,823,706,479
13/03/2018,273,204,156,115,87,82,85,83,106,224,637,1089,1209,1278,1319,1426,1335,1199,1028,857,809,828,683,464
14/03/2018,298,177,117,78,50,29,24,23,42,170,535,941,1108,1156,1358,1377,1326,1224,1069,920,830,797,682,464
15/03/2018,277,195,115,40,22,24,30,37,73,200,510,938,1103,1133,1250,1362,1253,1087,946,820,766,775,665,451
16/03/2018,275,169,105,80,63,38,26,20,48,173,454,860,1026,1013,1099,1259,1166,1026,853,656,547,522,453,346
17/03/2018,218,156,97,78,57,47,29,22,24,97,284,570,782,893,1104,1179,1239,1142,953,745,644,529,429,306
18/03/2018,212,139,113,73,49,37,21,21,21,57,190,411,657,867,1071,1175,1242,1223,1106,926,839,725,569,422
19/03/2018,288,214,170,127,93,69,63,51,80,194,576,1013,1348,1348,1343,1422,1320,1228,1070,963,900,886,798,574
20/03/2018,379,241,174,139,112,88,59,52,85,208,600,1012,1166,1199,1244,1357,1327,1164,975,813,800,798,690,577
21/03/2018,386,300,202,148,120,95,82,75,97,213,568,850,1007,1011,1113,1229,1124,1012,840,694,628,576,507,398
22/03/2018,260,190,134,100,76,51,45,45,84,179,392,625,755,764,787,894,899,792,653,538,474,434,385,308
23/03/2018,212,166,141,112,88,66,59,51,69,126,305,480,574,544,606,689,632,527,405,290,230,207,157,113
24/03/2018,64,34,26,26,21,12,9,12,17,47,102,187,259,336,416,476,497,511,430,337,250,203,152,111
25/03/2018,70,56,56,31,24,14,11,11,14,34,84,182,278,357,468,570,592,571,527,443,365,282,209,184
26/03/2018,135,95,69,50,42,39,37,26,31,93,242,448,621,667,759,867,898,812,671,490,375,306,241,179
27/03/2018,129,91,76,60,56,43,38,29,36,89,239,448,582,636,700,864,867,756,647,479,405,341,277,187
28/03/2018,109,84,66,52,48,43,37,33,37,80,214,358,466,525,650,754,771,716,557,436,367,311,241,168
29/03/2018,122,80,66,53,44,38,38,34,40,77,234,400,471,522,626,692,714,645,520,389,308,227,21,21
30/03/2018,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2018,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2018,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2018,,,,,,,1,1,1,85,267,448,576,683,802,910,912,833,698,522,426,337,221,155
04/04/2018,85,60,40,30,27,25,22,20,27,98,297,526,661,726,887,979,1024,935,766,537,423,351,242,165
05/04/2018,110,73,54,37,24,21,23,23,37,133,329,543,668,722,851,988,1030,957,747,541,423,341,271,177
06/04/2018,125,87,64,36,21,22,22,21,31,118,311,522,632,669,768,919,939,832,668,509,395,328,238,160
07/04/2018,96,61,45,30,23,18,12,11,26,69,216,358,485,563,693,790,853,769,644,471,372,298,242,158
08/04/2018,99,79,56,44,38,27,18,16,27,71,211,388,481,559,693,841,889,832,696,510,422,353,269,180
09/04/2018,112,82,71,50,41,34,31,29,47,149,395,682,908,913,1052,1140,1128,1023,795,638,457,355,265,
10/04/2018,98,77,55,35,31,26,23,22,34,131,392,669,865,873,1003,1133,1152,1055,863,637,516,400,310,201
11/04/2018,129,97,68,49,33,31,35,26,44,191,460,699,910,945,1116,1212,1188,1050,894,708,552,459,336,217
12/04/2018,146,98,71,55,34,30,26,16,47,152,416,716,869,868,971,1129,1166,1055,882,698,590,515,362,242
13/04/2018,171,114,81,64,44,35,35,30,57,165,447,710,883,841,969,1138,1149,1071,883,699,554,455,361,268
14/04/2018,166,130,99,68,51,46,36,23,42,119,321,601,744,817,951,1060,1113,1030,870,694,550,463,372,257
15/04/2018,168,117,78,60,42,36,30,20,36,113,324,588,755,838,968,1127,1151,1085,931,720,692,559,407,271
16/04/2018,186,128,95,73,56,48,44,40,81,269,689,1052,1207,1114,1265,1323,1293,1211,999,822,693,637,485,310
17/04/2018,206,147,102,93,69,49,37,34,68,316,840,1140,1253,1112,1200,1338,1326,1197,1002,826,754,680,548,375
18/04/2018,242,191,152,122,91,64,61,50,91,373,928,1207,1334,1124,1263,1352,1323,1186,962,832,820,749,620,423
19/04/2018,272,187,136,100,74,48,41,40,106,469,1033,1277,1308,1068,1280,1303,1241,1047,889,752,764,700,601,423
20/04/2018,271,186,135,99,87,65,54,44,85,456,944,1187,1291,991,1226,1287,1263,1106,927,749,724,663,549,396
21/04/2018,226,146,104,77,51,39,20,20,63,323,791,1069,1190,1028,1212,1368,1304,1165,983,823,801,771,631,457
22/04/2018,312,182,119,96,66,46,34,41,105,485,1053,1315,1354,1154,1346,1426,1396,1327,1189,1036,981,955,809,536
23/04/2018,356,277,221,173,130,118,92,96,215,777,1074,992,850,1133,1382,1327,1299,882,920,891,931,906,792,538
24/04/2018,335,213,176,131,94,80,74,67,258,961,1240,1370,1360,1137,1281,1363,1303,1211,1015,888,931,922,779,601
25/04/2018,365,265,189,131,98,92,77,100,293,967,1170,1354,1323,1102,1324,1410,1392,1256,1050,967,984,974,847,646
26/04/2018,411,300,225,160,115,93,82,95,349,952,1169,1281,1219,1049,1220,1320,1249,1165,998,869,849,855,741,557
27/04/2018,352,250,181,111,77,73,53,65,264,805,1029,1175,1184,1027,1118,1225,1189,1071,939,808,765,735,644,459
28/04/2018,282,203,138,96,69,58,45,41,134,608,989,1176,1178,1065,1231,1361,1384,1340,1135,993,1048,1046,879,620
29/04/2018,384,228,150,113,85,69,43,39,183,754,1200,1331,1368,1135,1304,1407,1365,1299,1139,1016,1093,1059,920,603
30/04/2018,395,260,188,125,98,72,62,69,268,916,1234,1372,1317,1162,1272,1350,1276,1223,1006,985,1006,989,841,583
01/05/2018,363,268,208,157,130,102,87,106,309,885,1168,1284,1315,1157,1262,1343,1270,1138,1009,895,907,903,770,543
02/05/2018,330,230,149,103,86,62,62,66,207,776,1023,1104,1160,1056,1184,1278,1260,1184,977,840,859,809,704,528
03/05/2018,361,237,181,132,102,77,69,89,249,818,1080,1191,1200,1073,1209,1305,1299,1159,925,882,846,782,661,464
04/05/2018,304,225,177,122,97,82,75,97,267,754,994,1152,1165,989,1113,1226,1207,1080,906,814,782,753,607,428
05/05/2018,270,177,127,88,67,52,54,71,224,596,887,1042,1061,917,1009,1156,1117,1078,857,762,721,687,545,387
06/05/2018,248,172,127,83,49,35,28,28,135,571,943,1143,1164,929,1181,1319,1297,1215,1045,944,968,940,807,551
07/05/2018,359,251,173,114,85,54,44,45,226,1002,1360,1419,1340,1063,1273,1378,1281,1215,1092,1002,1084,1085,935,630
08/05/2018,382,271,209,146,100,87,75,102,300,944,1207,1368,1280,1058,1275,1324,1323,1179,955,862,908,914,769,526
09/05/2018,308,233,160,128,87,68,53,85,277,856,1115,1223,1258,1068,1203,1247,1253,1161,966,905,994,1002,817,559
10/05/2018,329,225,168,124,94,75,71,92,259,848,1133,1287,1331,1064,1205,1273,1307,1201,995,895,930,899,796,548
11/05/2018,319,228,168,117,86,76,78,89,293,818,1052,1199,1200,1012,1190,1233,1164,1048,838,729,744,725,652,453
12/05/2018,279,162,117,85,68,58,54,68,239,664,835,1025,1077,909,1080,1202,1172,1086,937,885,884,873,719,475
