Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
22/02/2021,,,,,,,,,0,11,49,111,171,194,226,255,256,217,128,65,45,34,2,
23/02/2021,,,,,,,,,0,14,89,187,249,264,288,297,268,210,118,71,53,36,0,
24/02/2021,,,,,,,,,0,13,68,137,187,209,243,257,259,207,131,94,60,44,3,
25/02/2021,,,,,,,,,0,19,88,164,210,206,204,201,183,193,121,90,63,31,1,
26/02/2021,,,,,,,,,0,27,82,157,206,219,249,263,235,166,103,54,28,19,3,
27/02/2021,,,,,,,,,,,2,81,147,181,207,241,210,169,2,,,,,
28/02/2021,,,,,,,,,,,0,127,191,241,256,259,216,141,9,,,,,
01/03/2021,,,,,,,,,0,1,1,146,234,233,273,310,285,238,145,84,55,39,4,
02/03/2021,,,,,,,,,0,24,82,179,226,229,252,290,274,209,131,89,53,33,7,
03/03/2021,,,,,,,,,0,2,13,141,218,254,279,317,295,236,143,92,66,41,7,
04/03/2021,,,,,,,,,0,19,78,142,203,223,240,257,229,177,120,65,40,21,2,
05/03/2021,,,,,,,,,0,5,1,132,223,248,275,297,284,223,142,78,40,17,1,
06/03/2021,,,,,,,,,,,0,92,164,219,258,293,276,214,19,,,,,
07/03/2021,,,,,,,,,,,0,113,195,226,258,291,275,191,7,,,,,
08/03/2021,,,,,,,,,0,2,61,171,241,252,300,300,280,229,138,79,54,24,3,
09/03/2021,,,,,,,,,0,21,87,184,244,270,293,316,289,225,151,112,85,57,2,
10/03/2021,,,,,,,,,0,5,66,176,238,258,294,312,304,233,173,112,63,35,1,
11/03/2021,,,,,,,,,0,32,103,204,255,251,271,275,270,216,156,99,73,48,4,
12/03/2021,,,,,,,,,0,2,71,170,242,252,262,274,274,227,141,83,43,19,2,
13/03/2021,,,,,,,,,,,0,142,223,243,273,305,254,178,3,,,,,
14/03/2021,,,,,,,,,,,0,131,214,234,289,318,273,179,4,,,,,
15/03/2021,,,,,,,,,0,0,87,199,254,258,295,316,299,264,167,101,72,33,2,
16/03/2021,,,,,,,,,0,29,121,210,269,278,316,311,280,220,142,94,66,45,3,
17/03/2021,,,,,,,,,0,5,98,197,252,284,293,307,283,238,141,87,65,39,6,
18/03/2021,,,,,,,,,0,28,106,194,262,269,271,288,268,244,164,101,60,40,2,
19/03/2021,,,,,,,,,0,4,110,210,269,262,280,313,253,213,142,81,66,44,2,
20/03/2021,,,,,,,,,,,0,132,211,233,264,277,255,205,16,,,,,
21/03/2021,,,,,,,,,,,0,160,231,243,298,310,279,219,14,,,,,
22/03/2021,,,,,,,,,1,2,97,187,244,242,265,292,283,223,158,90,71,42,1,
23/03/2021,,,,,,,,,0,21,97,214,280,274,279,314,293,228,162,87,67,45,0,
24/03/2021,,,,,,,,,0,6,107,201,248,237,270,281,273,230,160,110,85,52,2,
25/03/2021,,,,,,,,,1,23,122,185,228,213,214,242,209,160,108,84,55,32,1,
26/03/2021,,,,,,,,,0,3,70,145,182,191,214,231,194,160,94,63,39,21,2,
27/03/2021,,,,,,,,,,,0,116,177,180,190,219,205,158,13,,,,,
28/03/2021,,,,,,,,,,,0,66,126,157,209,224,215,175,8,,,,,
29/03/2021,,,,,,,,,0,0,71,171,217,210,246,288,259,216,152,98,61,38,4,
30/03/2021,,,,,,,,,0,29,99,171,199,174,154,160,142,105,73,52,38,27,6,
31/03/2021,,,,,,,,,0,0,37,100,148,151,144,172,155,133,91,57,40,29,7,
01/04/2021,,,,,,,,,0,17,61,114,162,165,197,206,200,166,120,79,62,35,6,
02/04/2021,,,,,,,,,,,1,117,173,182,221,246,232,176,16,,,,,
03/04/2021,,,,,,,,,,,0,110,155,181,204,217,207,183,9,,,,,
04/04/2021,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2021,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2021,,,,,,,,,,,4,185,257,281,292,303,293,220,5,,,,,
07/04/2021,,,,,,,,,,,1,194,264,252,301,301,265,204,11,,,,,
08/04/2021,,,,,,,,,0,33,112,212,264,254,271,301,270,211,133,82,63,37,0,
09/04/2021,,,,,,,,,0,3,93,188,241,241,270,308,275,200,137,90,63,40,1,
10/04/2021,,,,,,,,,,,1,153,223,237,274,293,267,195,7,,,,,
11/04/2021,,,,,,,,,,,0,144,222,261,281,300,284,206,2,,,,,
12/04/2021,,,,,,,,,0,0,105,203,260,265,265,306,265,209,141,77,57,34,7,
13/04/2021,,,,,,,,,0,22,98,179,237,203,249,296,240,193,122,82,56,42,4,
14/04/2021,,,,,,,,,0,1,116,217,269,259,301,263,253,217,152,82,57,39,4,
15/04/2021,,,,,,,,,0,33,140,252,320,256,285,302,283,211,130,77,42,31,6,
16/04/2021,,,,,,,,,0,4,103,219,257,237,254,253,221,174,105,51,31,20,4,
17/04/2021,,,,,,,,,,,1,158,224,248,247,279,244,167,4,,,,,
18/04/2021,,,,,,,,,,,0,189,244,245,282,297,262,197,8,,,,,
19/04/2021,,,,,,,,,0,1,122,220,278,274,278,319,290,221,150,89,61,51,2,
20/04/2021,,,,,,,,,0,55,173,258,309,244,267,292,243,179,117,79,67,45,2,
21/04/2021,,,,,,,,,0,5,158,245,278,234,276,291,278,226,150,99,74,46,1,
22/04/2021,,,,,,,,,0,40,146,243,270,220,244,252,233,172,120,88,67,45,1,
23/04/2021,,,,,,,,,0,2,146,221,246,209,228,260,225,198,131,81,60,32,1,
24/04/2021,,,,,,,,,,,0,166,243,251,257,275,243,179,1,,,,,
25/04/2021,,,,,,,,,,,0,190,251,254,262,291,267,195,4,,,,,
26/04/2021,,,,,,,,,0,3,133,247,307,272,311,314,294,204,128,81,56,48,5,
27/04/2021,,,,,,,,,0,53,161,269,313,259,268,320,284,226,127,93,79,46,0,
28/04/2021,,,,,,,,,0,3,159,256,313,281,282,309,255,207,153,111,71,49,4,
29/04/2021,,,,,,,,,0,45,128,194,201,219,263,279,271,214,158,112,69,30,1,
30/04/2021,,,,,,,,,0,4,127,212,250,238,254,291,273,205,150,89,59,38,3,
01/05/2021,,,,,,,,,,,1,151,234,256,303,274,260,202,6,,,,,
02/05/2021,,,,,,,,,,,0,170,237,269,299,317,302,206,12,,,,,
03/05/2021,,,,,,,,,,,0,275,320,321,312,321,294,209,15,,,,,
04/05/2021,,,,,,,,,0,75,178,277,309,263,287,285,256,229,150,113,71,51,1,
05/05/2021,,,,,,,,,0,5,144,269,301,271,285,300,267,201,154,117,86,53,5,
06/05/2021,,,,,,,,,0,51,151,234,268,235,278,294,272,213,148,118,76,57,3,
07/05/2021,,,,,,,,,0,3,129,207,269,254,278,307,256,225,162,108,64,35,2,
08/05/2021,,,,,,,,,,,0,169,228,253,273,291,259,217,5,,,,,
09/05/2021,,,,,,,,,,,1,207,265,266,307,309,294,230,3,,,,,
10/05/2021,,,,,,,,,0,0,169,309,314,305,319,316,285,230,155,108,72,41,1,
11/05/2021,,,,,,,,,0,71,189,280,303,268,251,279,267,242,186,131,83,48,3,
12/05/2021,,,,,,,,,0,3,183,297,319,299,277,316,279,230,164,111,69,41,1,
13/05/2021,,,,,,,,,0,54,149,231,268,241,262,271,276,243,176,126,79,56,5,
14/05/2021,,,,,,,,,0,2,144,248,301,250,275,295,277,206,167,98,74,51,4,
15/05/2021,,,,,,,,,,,0,173,249,269,300,314,283,214,4,,,,,
16/05/2021,,,,,,,,,,,0,232,308,308,293,313,295,223,12,,,,,
17/05/2021,,,,,,,,,0,5,161,287,318,298,298,317,285,240,163,100,89,66,2,
18/05/2021,,,,,,,,,0,63,208,281,310,241,283,280,243,235,187,129,93,59,1,
19/05/2021,,,,,,,,,0,2,153,265,307,267,284,300,279,241,193,149,112,74,9,
20/05/2021,,,,,,,,,0,47,146,231,266,232,257,278,263,212,171,150,108,67,5,
21/05/2021,,,,,,,,,0,0,126,198,235,203,236,261,268,211,142,79,51,26,0,
22/05/2021,,,,,,,,,,,0,176,257,286,304,318,288,208,3,,,,,
23/05/2021,,,,,,,,,,,0,165,238,257,272,293,279,221,0,,,,,
24/05/2021,,,,,,,,,0,2,115,220,281,287,288,333,320,277,215,151,119,85,6,
25/05/2021,,,,,,,,,0,57,166,268,300,277,305,322,287,243,184,145,94,63,3,
26/05/2021,,,,,,,,,0,0,155,253,297,271,288,301,281,246,180,130,98,68,6,
27/05/2021,,,,,,,,,0,43,129,211,256,213,225,243,233,204,142,104,70,50,5,
28/05/2021,,,,,,,,,0,5,89,168,211,206,232,252,239,184,116,73,46,31,2,
29/05/2021,,,,,,,,,,,0,154,222,210,225,272,251,185,5,,,,,
30/05/2021,,,,,,,,,,,0,153,230,243,259,298,255,206,10,,,,,
31/05/2021,,,,,,,,,,,0,198,285,284,272,299,274,218,2,,,,,
01/06/2021,,,,,,,,,0,47,155,250,287,242,282,279,290,262,178,115,93,59,4,
02/06/2021,,,,,,,,,1,1,110,204,259,215,250,289,250,201,159,90,71,39,2,
03/06/2021,,,,,,,,,0,1,101,160,196,179,190,216,212,185,141,92,62,42,2,
04/06/2021,,,,,,,,,0,0,50,83,107,94,98,109,99,103,76,42,23,16,0,
05/06/2021,,,,,,,,,,,0,77,113,110,130,158,148,108,4,,,,,
06/06/2021,,,,,,,,,,,0,68,110,112,133,146,132,108,2,,,,,
07/06/2021,,,,,,,,,0,0,58,113,136,131,152,161,173,145,99,73,50,36,6,
08/06/2021,,,,,,,,,0,16,57,87,102,107,109,126,129,108,92,55,35,23,4,
09/06/2021,,,,,,,,,0,0,26,64,78,76,85,95,99,80,57,32,25,19,0,
10/06/2021,,,,,,,,,0,11,24,41,57,59,52,64,60,51,46,22,18,19,1,
11/06/2021,,,,,,,,,0,0,18,35,49,49,59,64,70,58,38,28,3,,,
12/06/2021,,,,,,,,,0,0,4,23,37,45,45,43,45,31,27,15,0,,,
13/06/2021,,,,,,,,,0,1,3,13,26,31,38,44,45,35,18,11,0,,,
14/06/2021,,,,,,,,,0,0,20,45,58,63,77,90,83,69,47,33,2,,,
15/06/2021,,,,,,,,,0,6,38,52,61,52,60,77,85,69,50,38,1,,,
16/06/2021,,,,,,,,,1,1,17,36,52,52,50,62,61,54,38,20,2,,,
17/06/2021,,,,,,,,,0,10,23,41,52,58,54,66,72,64,41,22,1,,,
18/06/2021,,,,,,,,,0,0,12,23,36,38,47,44,46,34,27,15,1,,,
19/06/2021,,,,,,,,,0,4,13,32,42,53,60,58,63,54,34,17,1,,,
20/06/2021,,,,,,,,,0,1,14,26,37,45,59,69,64,55,32,19,3,,,
21/06/2021,,,,,,,,,0,1,14,40,56,57,66,76,79,71,43,22,1,,,
22/06/2021,,,,,,,,,0,4,23,43,60,63,72,85,86,77,51,36,3,,,
23/06/2021,,,,,,,,,0,0,19,40,53,58,62,75,73,59,32,19,1,,,
24/06/2021,,,,,,,,,0,3,12,28,41,44,55,55,60,48,33,20,2,,,
25/06/2021,,,,,,,,,0,0,19,32,43,42,47,51,52,49,34,17,1,,,
26/06/2021,,,,,,,,,0,2,8,17,26,25,36,50,55,49,40,29,1,,,
27/06/2021,,,,,,,,,1,3,12,26,35,36,43,54,51,40,27,20,1,,,
28/06/2021,,,,,,,,,1,0,17,33,56,49,56,59,63,58,31,21,1,,,
29/06/2021,,,,,,,,,0,11,22,35,56,50,58,72,71,56,47,29,4,,,
30/06/2021,,,,,,,,,1,2,17,32,36,46,56,72,71,57,49,32,7,,,
01/07/2021,,,,,,,,,0,8,18,27,45,46,59,77,75,56,40,26,2,,,
02/07/2021,,,,,,,,,0,0,10,23,36,34,37,51,59,61,39,24,5,,,
03/07/2021,,,,,,,,,0,2,6,21,37,47,53,72,68,65,40,27,1,,,
04/07/2021,,,,,,,,,0,5,7,15,25,41,46,60,66,61,47,27,3,,,
05/07/2021,,,,,,,,,0,1,20,39,56,62,71,79,72,62,48,28,2,,,
06/07/2021,,,,,,,,,0,4,18,47,58,67,87,100,95,80,59,38,5,,,
07/07/2021,,,,,,,,,0,2,15,45,62,72,81,91,72,61,42,21,1,,,
08/07/2021,,,,,,,,,0,1,13,32,49,49,60,88,98,81,54,32,4,,,
09/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2021,,,,,,,,,,,,,,,"Sentry Juno installation - Sentry offline, no data 9th -22nd July",,,,,,,,,
13/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
18/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
19/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2021,,,,,,,,,,,,,,,Sentry Juno live but no data yet,,,,,,,,,
23/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
25/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2021,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2021,,,,,,,,,0,7,21,55,76,69,92,113,121,107,78,49,2,,,
28/07/2021,,,,,,,,,0,7,20,53,82,91,109,130,122,108,70,46,1,,,
29/07/2021,,,,,,,,,0,6,24,52,68,69,97,120,110,98,58,33,1,,,
30/07/2021,,,,,,,,,0,9,17,28,39,51,59,70,62,60,46,26,1,,,
31/07/2021,,,,,,,,,1,4,12,30,49,59,66,81,89,79,58,41,0,,,
01/08/2021,,,,,,,,,1,0,5,21,40,50,64,82,85,94,74,52,0,,,
02/08/2021,,,,,,,,,0,7,23,44,85,83,119,124,128,97,70,47,0,,,
03/08/2021,,,,,,,,,0,7,26,60,100,103,122,135,127,107,79,37,3,,,
04/08/2021,,,,,,,,,0,10,25,40,65,82,82,105,104,91,68,39,5,,,
05/08/2021,,,,,,,,,1,5,24,45,71,74,84,106,105,93,66,40,0,,,
06/08/2021,,,,,,,,,0,11,23,47,66,69,78,106,108,96,74,49,2,,,
07/08/2021,,,,,,,,,0,5,16,24,39,46,65,77,76,68,64,40,3,,,
08/08/2021,,,,,,,,,0,0,10,22,32,45,55,69,77,78,70,41,1,,,
09/08/2021,,,,,,,,,0,10,35,59,84,100,112,118,129,119,94,60,3,,,
10/08/2021,,,,,,,,,0,13,33,65,91,79,102,125,131,113,85,54,5,,,
11/08/2021,,,,,,,,,0,8,24,54,81,92,118,125,120,117,80,62,6,,,
12/08/2021,,,,,,,,,0,12,25,53,86,91,99,0,0,0,0,0,0,,,
13/08/2021,,,,,,,,,0,118,129,151,173,175,185,192,198,191,165,146,107,,,
14/08/2021,,,,,,,,,0,4,14,34,44,63,83,85,83,75,51,35,1,,,
15/08/2021,,,,,,,,,0,2,18,32,44,51,63,83,85,78,67,43,0,,,
16/08/2021,,,,,,,,,0,6,28,55,62,73,92,108,109,103,69,50,0,,,
17/08/2021,,,,,,,,,0,9,23,52,72,86,99,124,128,117,80,43,4,,,
18/08/2021,,,,,,,,,0,14,37,61,90,95,109,120,129,109,72,45,3,,,
19/08/2021,,,,,,,,,0,9,30,65,76,70,96,108,100,94,70,40,0,,,
20/08/2021,,,,,,,,,0,8,29,51,67,62,79,97,101,83,62,36,5,,,
21/08/2021,,,,,,,,,0,4,16,30,43,53,65,84,87,74,56,44,2,,,
22/08/2021,,,,,,,,,0,2,12,32,41,58,67,77,75,79,50,42,1,,,
23/08/2021,,,,,,,,,0,11,33,61,84,87,109,129,123,107,91,70,6,,,
24/08/2021,,,,,,,,,0,11,43,62,81,81,97,110,108,98,75,48,1,,,
25/08/2021,,,,,,,,,0,11,32,53,80,78,98,107,107,87,82,52,2,,,
26/08/2021,,,,,,,,,0,13,31,60,80,68,110,122,119,98,75,52,6,,,
27/08/2021,,,,,,,,,0,8,23,38,58,59,65,87,77,65,48,26,4,,,
28/08/2021,,,,,,,,,0,10,21,30,49,48,58,74,84,93,67,42,1,,,
29/08/2021,,,,,,,,,0,3,17,40,58,49,68,77,89,81,76,48,3,,,
30/08/2021,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2021,,,,,,,,,0,7,26,40,73,65,85,105,109,104,76,41,2,,,
01/09/2021,,,,,,,,,0,7,34,60,79,71,94,101,100,97,75,52,0,,,
02/09/2021,,,,,,,,,0,5,16,40,55,55,63,76,93,91,65,37,4,,,
03/09/2021,,,,,,,,,0,3,28,41,50,51,53,75,72,59,51,42,3,,,
04/09/2021,,,,,,,,,0,6,19,28,47,55,63,79,71,70,55,36,4,,,
05/09/2021,,,,,,,,,0,3,18,45,56,57,61,76,77,70,62,43,0,,,
06/09/2021,,,,,,,,,0,17,45,77,97,88,95,109,118,102,87,54,5,,,
07/09/2021,,,,,,,,,3,9,44,79,90,83,89,108,100,89,59,37,2,,,
08/09/2021,,,,,,,,,0,16,43,64,87,88,99,111,101,95,70,43,4,,,
09/09/2021,,,,,,,,,0,20,47,76,93,87,93,103,110,96,73,49,7,,,
10/09/2021,,,,,,,,,0,9,28,52,82,83,95,102,96,77,46,34,3,,,
11/09/2021,,,,,,,,,0,4,13,36,49,64,64,71,61,62,38,18,3,,,
12/09/2021,,,,,,,,,0,6,18,38,56,55,57,55,63,50,36,28,2,,,
13/09/2021,,,,,,,,,0,22,56,79,96,99,101,125,130,110,85,72,27,,,
14/09/2021,,,,,,,,,2,9,40,65,94,107,106,116,114,107,81,66,31,,,
15/09/2021,,,,,,,,,8,16,42,59,80,84,98,114,106,92,70,58,28,,,
16/09/2021,,,,,,,,,0,25,49,75,98,100,114,125,116,111,84,69,42,,,
17/09/2021,,,,,,,,,0,17,43,63,64,72,77,91,91,84,47,38,12,,,
18/09/2021,,,,,,,,,0,17,27,63,85,103,107,134,130,129,113,95,82,,,
19/09/2021,,,,,,,,,0,25,33,67,77,102,123,137,156,143,131,113,91,,,
20/09/2021,,,,,,,,,17,29,66,118,132,101,64,,,,,,,,,
21/09/2021,,,,,,,,,,,,,,UID card access problems,Sentry Juno put into offline mode,,,,,,,,,
22/09/2021,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021,,,,,,,,,,,,,,,,,,,,,,,,
25/09/2021,,,,,,,,,0,6,22,43,56,69,69,103,106,80,56,36,2,,,
26/09/2021,,,,,,,,,0,6,19,47,84,109,115,156,171,136,91,59,8,,,
27/09/2021,,,,,,,,,0,0,70,298,461,627,662,615,649,583,331,190,112,31,12,3
28/09/2021,5,14,14,14,0,0,13,13,21,76,260,538,659,718,590,705,681,397,221,126,75,57,37,34
29/09/2021,19,15,9,0,0,8,7,6,12,70,251,433,486,474,531,527,482,332,207,132,93,66,52,35
30/09/2021,21,18,11,8,0,9,7,9,12,64,211,418,532,565,625,602,550,418,251,155,83,57,40,39
01/10/2021,,19,15,6,5,4,0,2,15,58,194,372,531,444,504,489,450,329,213,100,41,25,15,0
02/10/2021,4,11,11,7,4,0,3,2,2,8,48,84,139,181,207,264,275,232,151,98,52,32,28,29
03/10/2021,11,14,7,4,0,3,2,0,5,11,30,102,175,233,307,351,362,339,208,151,95,82,61,40
04/10/2021,31,20,11,5,2,0,0,1,23,87,332,637,842,854,876,957,851,578,338,218,188,139,102,66
05/10/2021,45,20,18,14,10,0,8,11,16,86,308,637,845,833,853,925,827,555,360,225,163,128,83,50
06/10/2021,36,29,12,11,8,9,12,8,20,65,200,461,488,586,693,705,602,463,324,218,138,104,92,70
07/10/2021,61,31,30,15,12,10,11,17,28,74,255,535,733,736,743,728,720,625,411,265,154,103,84,65
08/10/2021,36,31,21,15,13,9,9,8,15,78,211,437,593,606,649,686,612,455,249,154,102,72,55,34
09/10/2021,28,22,16,12,9,5,6,2,6,13,41,108,175,206,296,361,412,415,304,206,143,88,60,52
10/10/2021,20,18,15,11,6,6,3,2,1,7,47,129,205,250,361,439,474,457,370,273,212,157,114,80
11/10/2021,70,38,26,16,15,14,9,10,25,81,337,662,857,906,949,1083,1029,705,501,336,255,229,145,107
12/10/2021,65,48,33,22,13,14,9,13,23,93,340,648,915,902,942,1070,983,723,491,340,225,192,141,87
13/10/2021,60,37,31,22,17,0,15,14,26,81,247,491,584,720,787,830,818,642,418,287,221,195,161,90
14/10/2021,72,42,22,11,8,9,4,9,24,80,242,497,727,737,849,911,848,729,511,317,212,194,148,106
15/10/2021,60,41,23,19,12,11,12,14,24,78,208,451,609,622,712,769,703,585,424,261,173,141,115,87
16/10/2021,71,24,15,10,9,5,0,0,2,27,,,,,,,,,,,,,,
17/10/2021,,29,22,16,8,9,10,10,5,20,78,146,227,287,418,566,629,608,512,359,256,223,173,120
18/10/2021,80,46,48,42,35,30,24,27,34,125,382,649,839,1010,1099,1246,1074,822,612,453,362,339,308,199
19/10/2021,115,37,19,14,10,10,9,15,28,105,383,671,1008,958,1004,1129,1079,837,606,456,377,307,252,162
20/10/2021,96,64,42,27,17,12,7,8,38,94,254,479,589,766,884,935,900,749,529,362,283,248,212,121
21/10/2021,63,34,21,17,13,10,8,8,23,81,254,502,692,743,835,991,978,790,552,374,274,257,216,137
22/10/2021,97,52,30,18,11,11,7,10,27,75,213,460,610,685,749,791,746,633,432,263,184,137,111,71
23/10/2021,44,29,11,9,4,0,6,5,5,23,57,131,233,320,413,569,594,538,465,307,227,166,122,95
24/10/2021,65,42,22,17,14,13,11,11,9,25,86,201,301,405,510,601,621,597,516,385,306,262,209,151
25/10/2021,103,69,38,27,21,21,16,20,29,128,391,734,867,1009,1056,1162,1119,914,743,567,727,359,298,205
26/10/2021,118,57,42,28,15,15,12,11,29,106,423,729,941,939,963,1104,1104,840,640,414,340,319,280,194
27/10/2021,132,93,63,31,26,8,12,15,27,106,284,482,606,773,898,995,942,757,539,424,374,323,281,203
28/10/2021,141,103,61,39,24,19,14,6,30,72,263,497,715,910,974,962,1015,880,596,375,289,239,220,161
29/10/2021,114,54,34,21,13,1,1,3,16,62,185,431,566,607,662,694,658,598,407,269,195,147,136,102
30/10/2021,78,49,32,26,18,17,8,1,3,10,44,114,203,302,389,496,501,440,359,247,171,138,117,86
31/10/2021,63,38,24,15,7,7,7,5,8,14,62,121,178,287,425,524,565,543,414,287,196,146,117,76
01/11/2021,59,31,25,18,18,20,15,15,35,108,304,534,702,768,966,976,970,797,622,485,405,385,291,200
02/11/2021,114,72,37,21,13,9,6,11,31,125,354,635,845,912,1022,1107,1092,932,688,522,437,442,370,240
03/11/2021,130,89,59,42,30,15,10,14,32,116,325,552,710,763,912,994,1001,840,631,522,471,412,346,254
04/11/2021,160,112,81,66,45,33,19,20,25,78,265,511,726,796,920,1016,970,873,642,476,445,388,306,220
05/11/2021,166,109,74,42,26,20,17,20,33,96,248,59,270,460,578,697,692,564,401,295,223,154,107,46
06/11/2021,9,47,24,23,16,14,11,9,10,33,100,212,305,372,467,542,529,429,345,314,285,225,167,127
07/11/2021,90,54,29,24,19,16,14,11,16,39,108,216,333,442,603,728,803,707,630,498,430,361,288,192
08/11/2021,105,75,45,42,32,27,20,10,26,140,401,708,958,1043,1125,1226,1154,876,692,542,467,436,359,269
09/11/2021,138,103,74,53,45,30,18,23,29,99,402,736,944,1020,1116,1213,1166,929,786,579,508,449,408,304
10/11/2021,185,97,51,41,31,25,25,27,38,102,330,576,756,849,972,1034,1023,901,741,534,514,480,462,353
11/11/2021,216,133,94,58,45,24,17,17,20,81,319,571,3743,891,930,1010,1007,943,666,520,458,416,334,195
12/11/2021,139,105,76,36,24,20,19,20,24,78,224,436,642,735,766,859,785,643,482,333,252,212,168,123
13/11/2021,72,45,23,17,8,6,5,3,7,35,94,173,266,326,409,498,563,492,397,230,162,115,67,33
14/11/2021,95,72,54,29,8,5,3,2,8,24,99,216,331,466,608,795,843,778,663,509,434,374,286,199
15/11/2021,127,73,52,29,28,19,19,21,40,120,408,730,962,1025,1152,1229,1193,990,822,596,559,505,436,277
16/11/2021,159,103,64,42,31,31,21,26,45,121,386,704,918,1014,1152,1197,1176,988,813,649,581,623,664,604
17/11/2021,480,0,432,403,398,391,0,387,413,482,133,486,851,1108,1366,1580,235,469,496,453,449,458,401,292
18/11/2021,198,178,141,102,68,61,51,39,40,77,246,499,690,747,858,980,962,870,735,558,482,422,366,274
19/11/2021,185,109,63,38,33,34,35,36,37,95,282,488,661,678,818,865,781,676,513,349,268,210,198,126
20/11/2021,79,55,36,27,20,20,8,10,19,38,110,226,320,400,543,663,694,635,532,366,288,248,197,149
21/11/2021,109,71,47,36,29,19,11,10,19,42,113,214,327,453,624,749,807,761,658,585,497,457,353,244
22/11/2021,174,100,64,39,32,27,26,22,28,98,334,624,899,1032,1098,1176,1166,941,768,641,541,528,446,320
23/11/2021,179,93,55,43,26,17,15,20,37,126,372,743,931,977,1021,1174,1066,895,728,561,458,435,407,295
24/11/2021,203,133,106,87,56,51,45,40,41,102,300,542,768,910,981,1026,1011,933,678,537,506,457,412,303
25/11/2021,199,138,95,59,41,28,31,28,34,75,216,487,641,763,907,1021,963,831,644,482,434,354,291,202
26/11/2021,120,76,51,34,21,17,12,10,16,62,152,337,472,558,677,716,709,571,393,317,231,173,136,98
27/11/2021,59,45,24,17,13,11,3,3,7,36,79,180,286,372,483,591,620,599,490,349,294,225,182,117
28/11/2021,85,54,42,27,24,18,16,8,10,28,87,198,295,399,513,667,733,678,600,440,377,326,254,173
29/11/2021,104,65,42,25,21,21,9,12,22,93,293,561,782,941,1047,1163,1046,918,681,509,469,474,434,311
30/11/2021,204,124,74,39,31,22,15,16,34,99,366,667,856,954,1038,1133,1071,937,774,574,485,467,420,321
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
