READING DATE,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,23:59:00
2018-08-13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,17,17,18,18,20,20,21,21,21,21,21,21,21,21,20,20,20,20,19,19,18,18,17,17,16,16,15,15,15,15,15
2018-08-14,15,14,14,14,14,13,13,13,13,13,13,14,14,15,15,17,17,18,18,19,19,19,19,20,20,20,20,21,21,22,22,21,21,21,21,21,21,20,20,19,19,18,18,18,18,17,17,16
2018-08-15,16,16,16,15,15,15,15,16,16,16,16,17,17,17,17,18,18,18,18,19,19,19,19,20,20,21,21,22,22,22,22,22,22,21,21,20,20,19,19,19,19,18,18,18,18,18,18,18
2018-08-16,18,18,18,18,18,18,18,17,17,17,17,16,16,16,16,16,16,16,16,17,17,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,18,17,17,16,16,15,15,15,15,14,14,14
2018-08-17,14,13,13,13,13,12,12,12,12,12,12,12,12,13,13,15,15,16,16,17,17,17,17,18,18,18,18,18,18,18,18,18,18,17,17,17,17,16,16,16,16,16,16,16,16,15,15,15
2018-08-18,15,15,15,14,14,14,14,14,14,15,15,15,15,16,16,17,17,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,18,18,18,18,17,17,17
2018-08-19,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,19,19,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,19,19,18,18,18,18,17,17,17
2018-08-20,17,17,17,16,16,16,16,16,16,16,16,16,16,17,17,17,17,18,18,19,19,20,20,20,20,21,21,21,21,21,21,21,21,21,21,20,20,20,20,19,19,18,18,18,18,17,17,17
2018-08-21,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,19,19,20,20,21,21,21,21,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,20,20,20,20,19,19,19,19,19
2018-08-22,19,18,18,17,17,16,16,16,16,16,16,16,16,17,17,18,18,19,19,20,20,20,20,21,21,21,21,22,22,22,22,22,22,21,21,21,21,20,20,19,19,19,19,18,18,17,17,16
2018-08-23,16,16,16,15,15,14,14,14,14,14,14,13,13,14,14,15,15,16,16,17,17,18,18,19,19,18,18,18,18,17,17,17,17,17,17,16,16,15,15,14,14,13,13,13,13,12,12,12
2018-08-24,12,11,11,11,11,11,11,11,11,11,11,11,11,12,12,13,13,14,14,15,15,16,16,16,16,16,16,16,16,16,16,15,15,14,14,13,13,12,12,11,11,11,11,10,10,10,10,10
2018-08-25,10,9,9,9,9,9,9,9,9,9,9,9,9,11,11,12,12,14,14,15,15,16,16,17,17,17,17,17,17,17,17,17,17,16,16,16,16,15,15,15,15,14,14,13,13,13,13,12
2018-08-26,12,12,12,12,12,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,14,15,15,15,15,16,16,17,17,16,16,16,16,15,15,15,15,14,14,14
2018-08-27,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,13,13,14,14,15,15,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,15,15,14,14,14,14,13
2018-08-28,13,13,13,13,13,12,12,12,12,12,12,12,12,13,13,15,15,16,16,17,17,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,16,16,16,16,15,15,15,15,15,15,15
2018-08-29,15,14,14,14,14,14,14,13,13,13,13,12,12,13,13,15,15,16,16,17,17,17,17,18,18,18,18,18,18,18,18,17,17,16,16,15,15,14,14,14,14,13,13,13,13,12,12,11
2018-08-30,11,11,11,11,11,10,10,10,10,10,10,10,10,12,12,13,13,15,15,16,16,17,17,18,18,18,18,18,18,18,18,18,18,17,17,17,17,16,16,16,16,15,15,14,14,14,14,13
2018-08-31,13,13,13,12,12,12,12,12,12,12,12,12,12,13,13,15,15,17,17,17,17,18,18,19,19,20,20,20,20,20,20,20,20,19,19,18,18,17,17,17,17,16,16,15,15,15,15,15
2018-09-01,15,14,14,14,14,13,13,13,13,13,13,13,13,14,14,15,15,17,17,18,18,20,20,21,21,21,21,22,22,23,23,22,22,21,21,21,21,20,20,20,20,19,19,18,18,17,17,17
2018-09-02,17,16,16,16,16,15,15,15,15,14,14,14,14,15,15,17,17,18,18,19,19,20,20,21,21,22,22,23,23,24,24,23,23,22,22,22,22,21,21,20,20,19,19,19,19,18,18,18
2018-09-03,18,18,18,18,18,18,18,17,17,17,17,17,17,18,18,18,18,19,19,19,19,19,19,20,20,20,20,20,20,20,20,19,19,18,18,17,17,16,16,15,15,14,14,15,15,15,15,15
2018-09-04,15,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,14,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,14,13,13,13
2018-09-05,13,13,13,12,12,12,12,12,12,12,12,12,12,13,13,14,14,16,16,17,17,17,17,18,18,19,19,19,19,19,19,18,18,17,17,17,17,15,15,14,14,13,13,13,13,13,13,13
2018-09-06,13,12,12,12,12,11,11,11,11,11,11,11,11,12,12,14,14,15,15,16,16,16,16,16,16,15,15,14,14,13,13,13,13,13,13,13,13,12,12,11,11,10,10,10,10,10,10,9
2018-09-07,9,9,9,9,9,9,9,8,8,8,8,8,8,10,10,11,11,12,12,13,13,14,14,15,15,15,15,15,15,16,16,15,15,15,15,14,14,13,13,13,13,12,12,12,12,11,11,11
2018-09-08,11,10,10,10,10,10,10,10,10,10,10,11,11,12,12,13,13,15,15,15,15,15,15,15,15,15,15,15,15,16,16,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14
2018-09-09,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,16,16,17,17,18,18,19,19,19,19,18,18,18,18,17,17,17,17,16,16,15,15,14,14,14,14,13,13,13,13,12
2018-09-10,12,12,12,12,12,11,11,11,11,11,11,11,11,12,12,13,13,14,14,15,15,16,16,16,16,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,15,15,16,16,16,16,16
2018-09-11,16,17,17,17,17,17,17,17,17,18,18,18,18,17,17,17,17,16,16,16,16,16,16,16,16,17,17,18,18,18,18,18,18,17,17,17,17,16,16,16,16,15,15,15,15,14,14,14
2018-09-12,14,13,13,12,12,12,12,11,11,11,11,11,11,12,12,12,12,13,13,14,14,15,15,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,14,13,13,13,13,13,13,12
2018-09-13,12,12,12,11,11,10,10,10,10,10,10,9,9,11,11,12,12,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16,15,15,15,15,14,14,13,13,13,13,12,12,11,11,11
2018-09-14,11,11,11,10,10,10,10,10,10,10,10,10,10,11,11,13,13,14,14,15,15,15,15,16,16,16,16,16,16,16,16,16,16,15,15,14,14,14,14,13,13,12,12,12,12,12,12,11
2018-09-15,11,11,11,11,11,10,10,10,10,10,10,10,10,11,11,13,13,14,14,15,15,17,17,18,18,18,18,18,18,18,18,17,17,17,17,16,16,15,15,15,15,14,14,14,14,14,14,13
2018-09-16,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,15,15,15,15,16,16,17,17,18,18,18,18,18,18,17,17,18,18,18,18,18,18,17,17,17,17,17,17,16,16,16,16,16
2018-09-17,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,17,17,17,17,16,16,16,16,16
2018-09-18,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,16,16,16,16,16,16,16
2018-09-19,16,16,16,15,15,14,14,15,15,15,15,15,15,16,16,17,17,17,17,18,18,19,19,20,20,19,19,18,18,17,17,16,16,16,16,15,15,14,14,14,14,13,13,13,13,13,13,13
2018-09-20,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,14,14,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16
2018-09-21,16,14,14,12,12,10,10,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,13,13,13,13,12,12,11,11,11,11,10,10,10,10,10,10,10
2018-09-22,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2018-09-23,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,9,9,10,10,11,11,13,13,13,13,13,13,13,13,12,12,11,11,10,10,10,10,10,10,9,9,9,9,8,8,8
2018-09-24,8,8,8,8,8,8,8,7,7,7,7,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14,14,14,14,13,13,13,13,12,12,11,11,11,11,10,10,9,9,9,9,9
2018-09-25,9,9,9,9,9,9,9,9,9,8,8,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15,15,15,15,15,15,14,14,13,13,12,12,12,12,11,11,11,11,10,10,10
2018-09-26,10,10,10,10,10,10,10,9,9,9,9,9,9,11,11,12,12,13,13,15,15,16,16,18,18,19,19,19,19,20,20,19,19,18,18,18,18,17,17,16,16,16,16,15,15,15,15,15
2018-09-27,15,14,14,14,14,14,14,13,13,13,13,13,13,14,14,15,15,16,16,18,18,19,19,20,20,20,20,20,20,20,20,19,19,17,17,16,16,15,15,14,14,13,13,12,12,12,12,12
2018-09-28,12,11,11,11,11,10,10,10,10,9,9,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14,14,14,14,14,14,13,13,12,12,11,11,11,11,11,11,12,12,11,11,10,10,10
2018-09-29,10,10,10,9,9,9,9,9,9,8,8,8,8,9,9,10,10,11,11,12,12,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,12,12,11,11,11,11,10,10,10
2018-09-30,10,9,9,8,8,7,7,7,7,7,7,7,7,8,8,9,9,11,11,11,11,12,12,12,12,12,12,12,12,12,12,11,11,11,11,10,10,10,10,9,9,8,8,8,8,8,8,8
2018-10-01,8,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,12,12,12,11,11,11,11,10,10,10,10,10,10,9,9,10,10,10,10,10
2018-10-02,10,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12
2018-10-03,12,12,12,12,12,11,11,11,11,11,11,11,11,12,12,13,13,13,13,14,14,15,15,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,14,14,14,14,13,13,13
2018-10-04,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,13,13,14,14,15,15,16,16,17,17,17,17,18,18,17,17,16,16,15,15,15,15,14,14,13,13,13,13,12,12,12
2018-10-05,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,14,14,15,15,17,17,17,17,17,17,17,17,16,16,15,15,15,15,14,14,13,13,12,12,12,12,12,12,11
2018-10-06,11,10,10,10,10,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
2018-10-07,8,8,8,8,8,8,8,7,7,7,7,6,6,7,7,7,7,8,8,9,9,10,10,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9
2018-10-08,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,11,11,13,13,13,13,14,14,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,11,11,11,11,11
2018-10-09,11,11,11,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12,12,13,13,15,15,16,16,17,17,17,17,18,18,17,17,17,17,16,16,15,15,15,15,14,14,14,14,13,13,13
2018-10-10,13,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,14,15,15,16,16,18,18,20,20,20,20,21,21,21,21,20,20,18,18,17,17,16,16,15,15,15,15,14,14,14,14,14
2018-10-11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,17,17,18,18,19,19,18,18,17,17,17,17,16,16,16,16,15,15,15,15,14,14,13,13,13,13,13,13,12
2018-10-12,12,12,12,12,12,13,13,13,13,13,13,14,14,14,14,15,15,15,15,16,16,16,16,16,16,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2018-10-13,18,18,18,18,18,18,18,18,18,18,18,19,19,18,18,18,18,18,18,19,19,20,20,21,21,21,21,21,21,21,21,21,21,20,20,19,19,19,19,18,18,17,17,17,17,16,16,15
2018-10-14,15,15,15,15,15,14,14,14,14,13,13,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9
2018-10-15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11
2018-10-16,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,12,12,13,13,14,14,16,16,15,15,15,15,15,15,14,14,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11
2018-10-17,11,12,12,12,12,12,12,11,11,11,11,11,11,11,11,12,12,12,12,13,13,14,14,15,15,15,15,15,15,15,15,14,14,13,13,13,13,12,12,11,11,11,11,10,10,10,10,10
2018-10-18,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,9,9,9,9,10,10,11,11,13,13,13,13,13,13,13,13,12,12,12,12,11,11,10,10,10,10,9,9,9,9,9,9,9
2018-10-19,9,8,8,8,8,7,7,7,7,7,7,7,7,8,8,8,8,9,9,10,10,12,12,13,13,13,13,14,14,14,14,13,13,13,13,12,12,12,12,12,12,11,11,11,11,10,10,10
2018-10-20,10,10,10,10,10,9,9,9,9,9,9,9,9,10,10,10,10,11,11,12,12,14,14,15,15,15,15,16,16,16,16,15,15,15,15,14,14,13,13,13,13,13,13,12,12,12,12,12
2018-10-21,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,13,13,15,15,16,16,16,16,16,16,16,16,15,15,14,14,12,12,12,12,11,11,10,10,10,10,9,9,9
2018-10-22,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,9,9,10,10,11,11,12,12,12,12,12,12,12,12,12,12,11,11,11,11,10,10,9,9,8,8,8,8,8,8,8
2018-10-23,8,8,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,11,11,12,12,13,13,14,14,14,14,14,14,14,14,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,11,12
2018-10-24,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,12,12,13,13,13,13,13,13,13,13,12,12,11,11,10,10,9,9,9,9,9,9,8,8,8,8,8
2018-10-25,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,10,10,11,11,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,10,10,9,9,9,9,8
2018-10-26,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,8,8,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4
2018-10-27,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3
2018-10-28,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,7,7,8,8,8,8,8,8,8,8,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,3
2018-10-29,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,4,4,5,5,6,6,7,7,7,7,7,7,7,7,6,6,6,6,5,5,4,4,4,4,4,4,3,3,3,3,3
2018-10-30,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,5,6,6,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3
2018-10-31,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,3,3,4,4,6,6,8,8,10,10,10,10,10,10,11,11,10,10,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7
2018-11-01,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,8,8,8,8,7,7,6,6,6,6,6,6,5,5,5,5,5
2018-11-02,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,8,8,9,9,9,9,10,10,10,10,9,9,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6
2018-11-03,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,10,10,11,11,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10
2018-11-04,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8
2018-11-05,8,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,10,10,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9
2018-11-06,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,11,11,12,12,12,12,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2018-11-07,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,12,12,12,12,12,12,13,13,13,13,12,12,11,11,11,11,10,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8
2018-11-08,8,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,10,10,11,11,12,12,12,12,12,12,12,12,11,11,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8
2018-11-09,8,8,8,8,8,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,11,11,11
2018-11-10,11,10,10,10,10,9,9,9,9,9,9,8,8,8,8,9,9,9,9,10,10,11,11,12,12,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,9,8,8,8,8,9,9,9
2018-11-11,9,8,8,8,8,7,7,7,7,7,7,7,7,8,8,8,8,9,9,10,10,10,10,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8
2018-11-12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,10,10,11,11,12,12,12,12,12,12,12,12,11,11,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9
2018-11-13,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,10,10,11,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10
2018-11-14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12,12,12,12,12,12,12,12,12,12,11,11,11,11,10,10,9,9,9,9,9,9,8,8,8,8,8
2018-11-15,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11
2018-11-16,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,9,9,9
2018-11-17,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,10,10,10,10,9,9,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6
2018-11-18,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,7,7,8,8,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6
2018-11-19,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5
2018-11-20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
2018-11-21,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2
2018-11-22,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3
2018-11-23,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6
2018-11-24,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5
2018-11-25,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,6,6,7,7,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2018-11-26,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3
2018-11-27,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5,5,5,5,5,5,6,6,6,6,7,7,8,8,7,7,7,7,6,6,6,6,6,6,6
2018-11-28,6,6,6,7,7,7,7,8,8,8,8,9,9,10,10,11,11,12,12,12,12,13,13,13,13,13,13,13,13,14,14,13,13,13,13,12,12,12,12,11,11,11,11,11,11,10,10,10
2018-11-29,10,10,10,9,9,9,9,10,10,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,11,11,10,10,10,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8
2018-11-30,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6
2018-12-01,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,10,10,11,11,11,11,11,11,12,12,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10
2018-12-02,10,11,11,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,11,11,11,11,11,11,10
2018-12-03,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5
2018-12-04,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2018-12-05,5,5,5,5,5,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,10,10,10,10,10
2018-12-06,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2018-12-07,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,8
2018-12-08,8,8,8,8,8,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,9,9,9,9,10,10,10,10,11,11,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8
2018-12-09,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6
2018-12-10,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,6,6,7,7,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5
2018-12-11,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
2018-12-12,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,2,2,2
2018-12-13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1
2018-12-14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2018-12-15,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,4,4,5,5,6,6,6,6,7,7,7,7,7,7,6,6,6
2018-12-16,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5
2018-12-17,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9
2018-12-18,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6
2018-12-19,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
2018-12-20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7
2018-12-21,7,7,7,7,7,7,7,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2018-12-22,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6
2018-12-23,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5
